"Id","SalePrice"
1461,115634.223088537
1462,162793.213868953
1463,181223.75870445
1464,195266.53168402
1465,203481.646258097
1466,167640.982196336
1467,173566.699700508
1468,161709.251846708
1469,194418.658199711
1470,120223.674743865
1471,193256.086919518
1472,94274.4219722576
1473,91910.6471260804
1474,144353.10365741
1475,107426.414878931
1476,357252.599414989
1477,255998.998141592
1478,294388.953658196
1479,296082.445900067
1480,459559.969915415
1481,339803.654757833
1482,222669.109690618
1483,179693.918296862
1484,167850.761266025
1485,191922.038053459
1486,196828.306656679
1487,328540.528582385
1488,235078.829724586
1489,195341.107388285
1490,232741.228213019
1491,198856.405533776
1492,92186.6137147874
1493,188087.34607345
1494,302870.071807003
1495,293042.708811097
1496,229808.177059235
1497,179166.015494137
1498,169184.565291723
1499,161527.955934273
1500,158450.95155781
1501,175350.12016073
1502,145946.464575241
1503,293839.448617049
1504,242315.471597654
1505,224747.470626556
1506,195936.595775679
1507,241960.678329803
1508,197864.949048326
1509,158351.787890747
1510,145373.142179932
1511,146503.410596777
1512,177807.573007845
1513,143463.354902336
1514,158590.882662455
1515,188420.169379368
1516,154307.551730075
1517,171621.826767591
1518,132495.699338552
1519,210504.480036145
1520,130325.081802168
1521,130830.743886494
1522,175399.71709366
1523,110811.608797509
1524,124236.109041871
1525,117892.462855573
1526,116786.668565911
1527,104860.30814926
1528,135211.408698748
1529,152395.795790826
1530,184177.03024964
1531,108824.894625489
1532,100657.17425637
1533,158829.608013104
1534,121499.481847725
1535,150706.021708605
1536,109055.728806551
1537,64712.8669165255
1538,157513.11934567
1539,194956.910437374
1540,94876.1842559716
1541,141125.33007971
1542,142584.859204487
1543,193697.436675853
1544,88774.2353162038
1545,116705.463117834
1546,135732.125105959
1547,134595.244592159
1548,139214.585024765
1549,120624.149331978
1550,136622.095738035
1551,110708.094955424
1552,135957.848495146
1553,154326.747345742
1554,118448.443470628
1555,167468.41672667
1556,89061.7755254665
1557,104923.592717244
1558,93397.3751699525
1559,78177.7938314169
1560,138671.745845914
1561,128870.148492263
1562,131640.257771365
1563,121392.493917214
1564,163390.19124158
1565,147089.913951498
1566,241897.342484037
1567,74370.1222008343
1568,244556.258613456
1569,132735.982834714
1570,138779.354697085
1571,122385.215043885
1572,142763.213007095
1573,224466.45370261
1574,129132.386848349
1575,232444.158238208
1576,251359.936184625
1577,184055.082065538
1578,140734.980905018
1579,149083.579899525
1580,194477.14781997
1581,160866.382321566
1582,126096.644630895
1583,305766.044675755
1584,218299.627244698
1585,140468.188868291
1586,63444.470989796
1587,100229.451910058
1588,152481.745101168
1589,98756.0169009793
1590,134147.835756883
1591,97103.2336061662
1592,115688.961758356
1593,122495.23326417
1594,134412.709030318
1595,112610.73429749
1596,228004.187641038
1597,196950.667538358
1598,229775.752794774
1599,167299.223613379
1600,167601.965698862
1601,62440.2963299852
1602,105943.202042769
1603,74945.873518804
1604,269785.793044422
1605,243260.239316159
1606,168855.052059813
1607,170102.815157989
1608,223718.018607552
1609,184458.280619433
1610,150485.471069562
1611,142548.309692441
1612,168773.319320559
1613,162682.907096549
1614,123968.511032187
1615,90713.406536142
1616,77015.269058471
1617,88547.0162078077
1618,120329.184045463
1619,137450.604833965
1620,167203.316046698
1621,132376.661846145
1622,137190.927728124
1623,262704.297299826
1624,212129.858745653
1625,115245.109923061
1626,167312.311978097
1627,184723.972128449
1628,273807.537259298
1629,178450.339565363
1630,350700.437296087
1631,234862.257482681
1632,253717.021907139
1633,170876.847638231
1634,183604.698013904
1635,175816.800536858
1636,150134.747664054
1637,197798.269886959
1638,184411.131292214
1639,181696.04253063
1640,256078.682681179
1641,179066.071112409
1642,239475.059023119
1643,212621.486352106
1644,231461.731700474
1645,203244.701365006
1646,155365.267607523
1647,152177.448695212
1648,130795.69202262
1649,140993.095952409
1650,111018.071443226
1651,117474.401554866
1652,96746.531875851
1653,98652.234873162
1654,140357.112288154
1655,137740.623103978
1656,139103.78439252
1657,145712.694945189
1658,141238.572763304
1659,113332.223605734
1660,150485.355687739
1661,434840.807419953
1662,382614.75886661
1663,363746.438432086
1664,468524.198143223
1665,290872.557893553
1666,325268.674280565
1667,362509.306481153
1668,325811.230643696
1669,296320.64576263
1670,327488.325363771
1671,268697.522196297
1672,412981.19262696
1673,298886.585103645
1674,243617.525976282
1675,200438.790832166
1676,200866.500890622
1677,227854.841562464
1678,443079.155344641
1679,381583.21582062
1680,327560.078648222
1681,239799.791200707
1682,309702.450624859
1683,187827.669092434
1684,175719.331609216
1685,173826.667240337
1686,172508.737726744
1687,168719.497993717
1688,189352.510902513
1689,191981.102086384
1690,196580.669755708
1691,186117.199546797
1692,254292.914099
1693,171105.086791935
1694,179207.08675091
1695,160173.049172916
1696,268483.901839838
1697,166543.721880299
1698,345674.574838582
1699,317399.538995209
1700,250676.513296467
1701,273829.53693237
1702,244321.653063352
1703,249582.762956714
1704,274164.057676712
1705,233287.980358762
1706,390707.810550029
1707,207807.074777856
1708,203638.956969163
1709,264507.142324957
1710,222718.107937441
1711,266919.116347895
1712,256708.270868693
1713,263621.180861849
1714,220315.925704796
1715,206829.963076137
1716,185146.184919474
1717,180063.00347109
1718,139574.349944431
1719,209241.722732632
1720,224806.066885995
1721,158286.052115403
1722,125126.500885243
1723,148931.773654309
1724,204322.796760938
1725,238093.464281389
1726,184755.610455028
1727,158786.543279511
1728,165752.779095491
1729,166101.487959342
1730,155691.123310847
1731,122347.68439203
1732,122531.028456203
1733,111477.606457703
1734,114796.006206711
1735,120452.237271693
1736,108933.967139614
1737,289247.155209647
1738,254166.385064346
1739,242037.347654768
1740,224062.730517681
1741,189913.847044439
1742,169804.126555595
1743,176844.710631329
1744,305437.020151192
1745,221088.289354751
1746,185400.874080941
1747,218814.628183311
1748,219107.541848148
1749,145173.018341913
1750,125554.076907759
1751,249836.340005125
