"Id","SalePrice"
1461,116664.779942657
1462,158753.701178707
1463,178821.687398209
1464,197639.08082044
1465,203614.595998557
1466,166958.886863934
1467,170547.439958704
1468,163262.553134054
1469,188588.91180247
1470,119831.390223583
1471,189093.50796868
1472,94367.6467851195
1473,91966.2565610774
1474,139332.779044815
1475,103074.94265877
1476,354711.889988628
1477,254332.202067294
1478,298988.542463863
1479,300530.646984589
1480,451333.247583306
1481,340467.87654693
1482,224258.077036621
1483,180195.614289033
1484,168875.367409264
1485,194769.806535777
1486,195839.829988418
1487,330701.011170352
1488,231357.874205278
1489,194029.92633486
1490,241334.024273784
1491,200673.016315653
1492,93807.2274661661
1493,186669.838219055
1494,308802.291962773
1495,291299.106426708
1496,228129.984547023
1497,174643.619640922
1498,171315.285248236
1499,162313.753009686
1500,161931.175398727
1501,178507.199636703
1502,143014.101406277
1503,292560.089556897
1504,242036.308867553
1505,226418.860068835
1506,193502.989365397
1507,238002.796544545
1508,198859.258704277
1509,156656.398884879
1510,147396.603402053
1511,148476.298853568
1512,172190.12122981
1513,146524.048647733
1514,154028.773609641
1515,186260.168672349
1516,154555.813219152
1517,172398.408287363
1518,128730.313911743
1519,207762.478191363
1520,129986.005411833
1521,131133.197127775
1522,176074.336315659
1523,109031.468345697
1524,120904.84470337
1525,116049.939391803
1526,114395.7643758
1527,104303.501068172
1528,132558.821579777
1529,154103.003699357
1530,184430.444592527
1531,113804.335351983
1532,98115.0269350824
1533,156419.71079651
1534,116779.010824779
1535,147484.247357438
1536,108628.5178917
1537,64981.3917445888
1538,155503.829849075
1539,188915.864119966
1540,95185.4816987198
1541,140153.519010497
1542,138269.687663223
1543,192022.460186483
1544,90008.4586907947
1545,115868.33124316
1546,139614.873121509
1547,136770.853839407
1548,135630.757822674
1549,120763.336892029
1550,136518.238455529
1551,104809.712063533
1552,135094.30088986
1553,151764.69625412
1554,116904.824320004
1555,172385.886033573
1556,92958.9474776993
1557,100330.19119077
1558,95267.601249681
1559,80357.8198578319
1560,141068.498348233
1561,125748.365524279
1562,132421.18275555
1563,121319.523694645
1564,160941.339785786
1565,147788.273935515
1566,236821.574773745
1567,74556.9681468495
1568,252490.766092815
1569,132932.673707594
1570,137043.336129058
1571,122570.259930238
1572,139918.406651236
1573,220566.727109827
1574,133054.559486371
1575,230652.052337225
1576,259602.509133206
1577,182908.669531279
1578,136014.77547201
1579,150883.11265625
1580,192064.986157887
1581,162657.245290787
1582,124980.850449982
1583,298740.733961256
1584,214930.818196841
1585,140347.773145427
1586,61505.3538914594
1587,102517.652900159
1588,151755.59903308
1589,98668.593587511
1590,132323.372955114
1591,98235.6232962132
1592,117656.581712989
1593,120504.598721891
1594,130135.054488648
1595,110596.344217905
1596,218995.024969472
1597,195307.197187933
1598,231388.366538995
1599,166655.140488268
1600,166696.490550925
1601,65141.3615031733
1602,107928.247128536
1603,74731.6101572193
1604,273473.127353032
1605,239518.777479574
1606,167094.711873654
1607,168462.229401793
1608,227039.040919026
1609,180502.659076465
1610,154512.709534924
1611,144192.338380531
1612,171019.460910614
1613,164621.686538275
1614,120548.34585836
1615,88054.7746632281
1616,76114.721581217
1617,86763.5815077754
1618,120145.569758822
1619,138027.44149735
1620,167389.579070777
1621,129372.452227904
1622,136797.626163943
1623,249312.943627493
1624,216885.302535313
1625,110418.174563776
1626,170330.42125279
1627,188188.458713957
1628,266974.018985162
1629,180177.68665095
1630,340841.426937705
1631,241893.422391221
1632,251060.89727315
1633,170440.955173337
1634,181559.099321776
1635,174212.43568233
1636,149566.969868639
1637,196538.819369884
1638,180567.444711632
1639,179605.105130146
1640,245178.846995836
1641,178465.761495082
1642,247267.832012781
1643,209367.294824615
1644,230374.816615952
1645,208321.832489714
1646,154902.105434872
1647,149642.606251648
1648,130294.622893804
1649,142986.005219863
1650,109399.969675608
1651,116522.377999851
1652,96450.0844930716
1653,97898.1496215066
1654,135422.121009818
1655,127862.798598018
1656,137009.071229541
1657,142440.454497595
1658,140876.082811688
1659,107127.042316224
1660,152399.17451174
1661,446715.467151535
1662,362567.378492368
1663,358859.313182022
1664,443747.696053597
1665,290622.043381282
1666,330147.28415611
1667,375475.619326587
1668,331453.634381955
1669,299234.279300716
1670,323606.373853268
1671,273137.558381199
1672,392556.498369176
1673,305468.647667087
1674,244576.258732501
1675,206546.417992691
1676,205200.038176012
1677,230485.730632216
1678,432458.640186307
1679,375588.579044432
1680,310074.320594334
1681,236927.53431361
1682,312744.826336351
1683,189313.035864875
1684,176397.883932194
1685,176834.268204662
1686,174137.406828289
1687,168022.276299282
1688,189564.164797381
1689,192732.614419474
1690,198939.88898417
1691,189739.332589162
1692,249778.61581925
1693,173110.51968225
1694,179749.728460295
1695,157783.178655869
1696,260817.177629362
1697,164226.984691258
1698,344736.699836828
1699,318345.498870784
1700,253053.958956881
1701,272874.443890401
1702,238947.536364393
1703,246518.890870002
1704,270064.643405515
1705,241580.146473797
1706,374012.678113954
1707,204585.214141298
1708,204530.113718431
1709,263489.3518785
1710,223451.418328577
1711,274231.85270836
1712,251785.724032959
1713,260427.345525296
1714,213140.031114461
1715,206054.814769164
1716,181664.28587787
1717,179970.82953963
1718,138678.512839321
1719,212532.908398178
1720,216185.980284607
1721,153662.229698705
1722,122464.586369436
1723,148387.368489224
1724,197557.516250216
1725,233489.54014671
1726,182477.618943966
1727,156154.55003142
1728,160490.469861516
1729,168009.583423926
1730,147623.048885506
1731,120623.319956635
1732,122595.267855272
1733,109060.692062859
1734,116449.50350276
1735,115246.623230712
1736,105370.201223637
1737,283240.991387578
1738,263307.039494682
1739,228186.605775063
1740,224115.425396601
1741,194921.091726009
1742,168839.610625396
1743,174488.20457375
1744,311835.189748369
1745,217400.307646026
1746,178503.831410234
1747,221227.905818682
1748,211192.028059976
1749,143710.662073788
1750,121028.756339976
1751,247439.205047995
1752,112386.2765871
1753,152610.323459489
1754,190556.389938962
1755,167919.544558263
1756,123606.556077916
1757,117170.242629418
1758,145115.73065447
1759,167319.275487837
1760,168812.280335899
1761,153603.076961857
1762,172127.829858932
1763,187734.488698608
1764,113954.788103883
1765,158147.049469296
1766,190705.145028735
1767,221068.841718395
1768,139371.372899874
1769,166642.602913681
1770,158643.64051766
1771,114636.512962684
1772,129694.741711392
1773,117817.123182117
1774,148841.802204879
1775,143424.405424531
1776,122088.937447701
1777,101771.535396728
1778,142713.994384875
1779,121530.094451888
1780,172544.408218634
1781,122238.955298274
1782,86405.8260564323
1783,138382.320835306
1784,110267.207139024
1785,116394.991951799
1786,136980.967270563
1787,162291.994529888
1788,61245.574314298
1789,93901.6790230996
1790,81624.6064780526
1791,181419.702200698
1792,152388.976437908
1793,129915.862477703
1794,158322.529622968
1795,134750.311243519
1796,121421.587298556
1797,109318.879610796
1798,116416.984735729
1799,112206.683918673
1800,135443.170535015
1801,126550.97342167
1802,130179.88785107
1803,144889.500741465
1804,141801.372454545
1805,134396.590900047
1806,127094.765887182
1807,130366.569070244
1808,126483.441481775
1809,126838.227332509
1810,138360.559440821
1811,87264.750780583
1812,93688.0635628575
1813,120177.765527368
1814,89527.7913979658
1815,52280.9151445278
1816,95758.2663413252
1817,111394.814992931
1818,143722.892415901
1819,127193.882700526
1820,68246.3033966346
1821,104927.902091184
1822,147635.644658976
1823,51831.5347567662
1824,125003.229934736
1825,144040.664197557
1826,110331.929123503
1827,103235.989011409
1828,136026.417746329
1829,124872.098047219
1830,146954.783720788
1831,148689.823217996
1832,72907.3160980527
1833,132982.862343314
1834,116655.468750608
1835,126477.528842474
1836,115428.684978709
1837,90769.1824944815
1838,123775.681218313
1839,95541.754838035
1840,149271.42721039
1841,140925.869077982
1842,90983.3297390211
1843,129438.875809961
1844,141994.758717922
1845,141021.582681693
1846,155703.623877696
1847,177388.745632075
1848,52511.118314534
