Id,SalePrice
1461,119960.345121
1462,163564.294071
1463,193556.179829
1464,191781.930496
1465,203945.480256
1466,173717.895023
1467,179105.911829
1468,167634.263406
1469,195294.720335
1470,127241.02136
1471,192301.528898
1472,94661.1739906
1473,98242.7941788
1474,143828.712393
1475,99088.4872025
1476,371292.482418
1477,254584.60391
1478,294777.184075
1479,287856.999916
1480,451823.220435
1481,311625.838857
1482,207409.582704
1483,180532.486865
1484,159498.487102
1485,179030.534097
1486,193126.600023
1487,335505.534798
1488,237617.969657
1489,205134.031356
1490,233858.665549
1491,192771.943994
1492,98797.4877767
1493,181281.955555
1494,284522.777873
1495,293472.738805
1496,220280.728668
1497,176003.212646
1498,156498.731738
1499,152900.422661
1500,154397.834486
1501,179259.735551
1502,144109.140535
1503,291346.848382
1504,237937.074524
1505,215529.305326
1506,184028.132208
1507,274959.121325
1508,202688.556638
1509,156394.455143
1510,150516.537626
1511,145933.365564
1512,180218.058825
1513,143206.489962
1514,154889.960994
1515,215094.936952
1516,148157.855193
1517,167030.91408
1518,125654.750513
1519,220650.453156
1520,135260.198848
1521,133780.983651
1522,175164.780212
1523,112785.193629
1524,117900.539258
1525,116622.862946
1526,112665.894618
1527,106272.853554
1528,134123.48557
1529,151832.403063
1530,195501.098227
1531,136857.08641
1532,93251.7328287
1533,148175.800335
1534,124112.781259
1535,169600.011675
1536,114371.205541
1537,87613.1274383
1538,146131.899916
1539,182745.614596
1540,123152.924488
1541,142347.729433
1542,160404.371642
1543,209378.29022
1544,79928.4164394
1545,105868.789412
1546,122200.154341
1547,145765.043892
1548,130246.135812
1549,115844.295003
1550,143304.169823
1551,109828.103731
1552,158004.286052
1553,151370.809579
1554,112075.900378
1555,164087.985768
1556,109568.680027
1557,134400.819698
1558,88698.1759692
1559,101682.634139
1560,147837.963588
1561,173946.890966
1562,129887.367878
1563,122951.64983
1564,163189.588856
1565,149979.608049
1566,214606.877289
1567,77928.0481112
1568,228549.603895
1569,171318.340798
1570,122009.522513
1571,131383.377474
1572,148770.114796
1573,255829.570899
1574,135211.361339
1575,229149.61414
1576,230519.732204
1577,185658.03211
1578,138973.361476
1579,142706.969148
1580,195122.397463
1581,142501.106476
1582,124522.391446
1583,313460.981578
1584,223257.216924
1585,137137.677672
1586,72556.8470562
1587,91649.8967063
1588,150426.579665
1589,114600.871486
1590,123880.235615
1591,97241.5961341
1592,128916.235675
1593,116511.796839
1594,138393.423197
1595,127036.600471
1596,243954.9399
1597,199842.010808
1598,203344.526247
1599,166136.976714
1600,165808.259153
1601,86476.8795045
1602,127457.860758
1603,68462.5356192
1604,270738.552628
1605,234141.344224
1606,159399.809671
